iso_code,Country,Date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
ARM,Armenia,3/12/2020,4,3,0,0,1.35,1.012,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/13/2020,6,2,0,0,2.025,0.675,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/14/2020,13,7,0,0,4.387,2.362,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/15/2020,20,7,0,0,6.749,2.362,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/16/2020,30,10,0,0,10.124,3.375,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/17/2020,52,22,0,0,17.548,7.424,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/18/2020,78,26,0,0,26.323,8.774,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/19/2020,115,37,0,0,38.809,12.486,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/20/2020,122,7,0,0,41.171,2.362,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/21/2020,136,14,0,0,45.896,4.725,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/22/2020,160,24,0,0,53.995,8.099,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/23/2020,190,30,0,0,64.119,10.124,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/24/2020,194,4,0,0,65.469,1.35,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/25/2020,265,71,0,0,89.429,23.96,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/26/2020,290,25,0,0,97.866,8.437,0,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/27/2020,329,39,1,1,111.027,13.161,0.337,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/28/2020,372,43,1,0,125.539,14.511,0.337,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/29/2020,424,52,3,2,143.087,17.548,1.012,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/30/2020,424,0,3,0,143.087,0,1.012,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,3/31/2020,482,58,3,0,162.66,19.573,1.012,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/1/2020,532,50,3,0,179.534,16.873,1.012,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/2/2020,571,39,3,0,192.695,13.161,1.012,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/3/2020,663,92,4,1,223.742,31.047,1.35,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/4/2020,736,73,7,3,248.377,24.635,2.362,1.012,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/5/2020,770,34,7,0,259.851,11.474,2.362,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/6/2020,822,52,7,0,277.4,17.548,2.362,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/7/2020,833,11,8,1,281.112,3.712,2.7,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/8/2020,853,20,8,0,287.861,6.749,2.7,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/9/2020,881,28,9,1,297.31,9.449,3.037,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/10/2020,921,40,10,1,310.809,13.499,3.375,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/11/2020,937,16,11,1,316.209,5.4,3.712,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/12/2020,967,30,13,2,326.333,10.124,4.387,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/13/2020,1013,46,13,0,341.856,15.524,4.387,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/14/2020,1039,26,14,1,350.63,8.774,4.725,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/15/2020,1111,72,17,3,374.928,24.298,5.737,1.012,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/16/2020,1159,48,18,1,391.127,16.199,6.074,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/17/2020,1201,42,19,1,405.3,14.174,6.412,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/18/2020,1248,47,20,1,421.161,15.861,6.749,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/19/2020,1291,43,20,0,435.673,14.511,6.749,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/20/2020,1339,48,22,2,451.871,16.199,7.424,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/21/2020,1401,62,24,2,472.794,20.923,8.099,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/22/2020,1473,72,24,0,497.092,24.298,8.099,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/23/2020,1523,50,24,0,513.965,16.873,8.099,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/24/2020,1596,73,27,3,538.601,24.635,9.112,1.012,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/25/2020,1677,81,28,1,565.936,27.335,9.449,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/26/2020,1746,69,28,0,589.221,23.285,9.449,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/27/2020,1808,62,29,1,610.144,20.923,9.787,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/28/2020,1867,59,30,1,630.055,19.911,10.124,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/29/2020,1932,65,30,0,651.99,21.935,10.124,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,4/30/2020,1932,0,30,0,651.99,0,10.124,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/1/2020,2066,134,32,2,697.211,45.221,10.799,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/2/2020,2148,82,33,1,724.884,27.672,11.136,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/3/2020,2273,125,33,0,767.067,42.184,11.136,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/4/2020,2386,113,35,2,805.201,38.134,11.811,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/5/2020,2507,121,39,4,846.035,40.834,13.161,1.35,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/6/2020,2619,112,40,1,883.832,37.797,13.499,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/7/2020,2782,163,40,0,938.839,55.007,13.499,0,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/8/2020,2884,102,42,2,973.261,34.422,14.174,0.675,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/9/2020,3029,145,43,1,1022.194,48.933,14.511,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ARM,Armenia,5/10/2020,3175,146,44,1,1071.464,49.27,14.849,0.337,,,,,,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2
ATG,Antigua and Barbuda,3/15/2020,1,1,0,0,10.212,10.212,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/21/2020,1,0,0,0,10.212,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/22/2020,1,0,0,0,10.212,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/23/2020,1,0,0,0,10.212,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/24/2020,1,0,0,0,10.212,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/25/2020,3,2,0,0,30.635,20.423,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/26/2020,3,0,0,0,30.635,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/27/2020,7,4,0,0,71.481,40.846,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/28/2020,7,0,0,0,71.481,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/29/2020,7,0,0,0,71.481,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/30/2020,7,0,0,0,71.481,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,3/31/2020,7,0,0,0,71.481,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/1/2020,7,0,0,0,71.481,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/2/2020,7,0,0,0,71.481,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/3/2020,9,2,0,0,91.904,20.423,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/4/2020,15,6,0,0,153.174,61.27,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/5/2020,15,0,0,0,153.174,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/6/2020,15,0,0,0,153.174,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/7/2020,15,0,0,0,153.174,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/8/2020,15,0,0,0,153.174,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/9/2020,15,0,0,0,153.174,0,0,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/10/2020,19,4,2,2,194.02,40.846,20.423,20.423,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/11/2020,21,2,2,0,214.443,20.423,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/12/2020,21,0,2,0,214.443,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/13/2020,21,0,2,0,214.443,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/14/2020,23,2,2,0,234.866,20.423,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/15/2020,23,0,2,0,234.866,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/16/2020,23,0,2,0,234.866,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/17/2020,23,0,2,0,234.866,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/18/2020,23,0,2,0,234.866,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/19/2020,23,0,2,0,234.866,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/20/2020,23,0,2,0,234.866,0,20.423,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/21/2020,23,0,3,1,234.866,0,30.635,10.212,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/22/2020,24,1,3,0,245.078,10.212,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/23/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/24/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/25/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/26/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/27/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/28/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/29/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,4/30/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/1/2020,24,0,3,0,245.078,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/2/2020,25,1,3,0,255.29,10.212,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/3/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/4/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/5/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/6/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/7/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/8/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/9/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
ATG,Antigua and Barbuda,5/10/2020,25,0,3,0,255.29,0,30.635,0,,,,,,97928,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8
AUS,Australia,12/31/2019,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/1/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/2/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/3/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/4/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/5/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/6/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/7/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/8/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/9/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/10/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/11/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/12/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/13/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/14/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/15/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/16/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/17/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/18/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/19/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/20/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/21/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/22/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/23/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/24/2020,0,0,0,0,0,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/25/2020,1,1,0,0,0.039,0.039,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/26/2020,4,3,0,0,0.157,0.118,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/27/2020,4,0,0,0,0.157,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/28/2020,4,0,0,0,0.157,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/29/2020,4,0,0,0,0.157,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/30/2020,6,2,0,0,0.235,0.078,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,1/31/2020,7,1,0,0,0.275,0.039,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/1/2020,9,2,0,0,0.353,0.078,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/2/2020,11,2,0,0,0.431,0.078,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/3/2020,11,0,0,0,0.431,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/4/2020,11,0,0,0,0.431,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/5/2020,12,1,0,0,0.471,0.039,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/6/2020,13,1,0,0,0.51,0.039,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/7/2020,14,1,0,0,0.549,0.039,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
AUS,Australia,2/8/2020,14,0,0,0,0.549,0,0,0,,,,,,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84
